Numero;Sexo;Estado Civil;Edad;Grado Academico;Estado Academico;Provincia;Partido Politico;Genero;Respuesta
1311;M;S;49;Primaria;Completa;Heredia;Accesibilidad sin Exclusión;Homosexual;S
1312;F;S;63;Secundaria;Incompleta;Puntarenas;Accesibilidad sin Exclusión;Bisexual;N
1313;M;S;21;No;Aplica;Limón;Acción Ciudadana;Pansexual;N
1314;F;C;54;Primaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Asexual;N
1315;F;D;54;No;Aplica;Puntarenas;Renovación Costarricense;Antrosexual;N
1316;M;V;36;No;Aplica;Cartago;Partido Integración Nacional;Asexual;N
1317;F;S;41;Universitaria;Completa;Alajuela;Accesibilidad sin Exclusión;Pansexual;S
1318;M;C;28;No;Aplica;Cartago;Unidad Social Cristiana;Asexual;N
1319;M;D;38;Primaria;Incompleta;Cartago;Accesibilidad sin Exclusión;Demisexual;N
1320;M;D;26;No;Aplica;San José;Unidad Social Cristiana;Demisexual;N
1321;F;V;32;Universitaria;Incompleta;Guanacaste;Renovación Costarricense;Hetrosexual;S
1322;M;V;44;Primaria;Completa;Alajuela;Frente Amplio;Transexual;N
1323;M;V;24;Primaria;Incompleta;Alajuela;Acción Ciudadana;Transexual;S
1324;M;U;26;Universitaria;Completa;Guanacaste;Liberación Nacional;Hetrosexual;N
1325;M;C;39;Primaria;Completa;San José;Unidad Social Cristiana;Transexual;N
1326;F;D;23;Secundaria;Incompleta;Alajuela;Acción Ciudadana;Graysexual;N
1327;M;C;37;Secundaria;Incompleta;Heredia;Frente Amplio;Graysexual;N
1328;M;S;59;Universitaria;Completa;Limón;Acción Ciudadana;Homosexual;S
1329;M;D;60;No;Aplica;Alajuela;Republicano Social Cristiano;Pansexual;N
1330;M;C;36;Secundaria;Completa;Alajuela;Acción Ciudadana;Pansexual;N
1331;F;U;47;Secundaria;Incompleta;Alajuela;Movimiento Libertario;Metrosexual;S
1332;M;S;64;Educación;Técnica;Puntarenas;Movimiento Libertario;Antrosexual;N
1333;F;C;32;Universitaria;Completa;Limón;Unidad Social Cristiana;Pansexual;N
1334;M;C;52;Universitaria;Completa;Alajuela;Republicano Social Cristiano;Graysexual;N
1335;F;S;49;No;Aplica;Limón;Republicano Social Cristiano;Hetrosexual;S
1336;M;D;64;Primaria;Incompleta;Limón;Movimiento Libertario;Graysexual;N
1337;M;D;50;No;Aplica;Limón;Movimiento Libertario;Pansexual;N
1338;F;S;50;Secundaria;Completa;Cartago;Renovación Costarricense;Graysexual;S
1339;F;D;62;No;Aplica;Alajuela;Liberación Nacional;Antrosexual;S
1340;F;C;54;Secundaria;Incompleta;San José;Accesibilidad sin Exclusión;Demisexual;S
1341;F;S;26;Primaria;Incompleta;San José;Unidad Social Cristiana;Bisexual;S
1342;M;C;23;Primaria;Incompleta;Guanacaste;Movimiento Libertario;Demisexual;N
1343;F;S;25;Primaria;Incompleta;Guanacaste;Partido Integración Nacional;Hetrosexual;S
1344;F;U;39;Universitaria;Incompleta;Guanacaste;Partido Integración Nacional;Metrosexual;S
1345;F;D;20;Universitaria;Incompleta;Guanacaste;Liberación Nacional;Graysexual;S
1346;F;S;28;Primaria;Completa;Limón;Renovación Costarricense;Bisexual;N
1347;F;V;42;Universitaria;Incompleta;San José;Renovación Costarricense;Graysexual;N
1348;M;D;62;Universitaria;Completa;Cartago;Liberación Nacional;Demisexual;S
1349;F;D;27;Universitaria;Incompleta;Puntarenas;Renovación Costarricense;Pansexual;N
1350;M;U;18;No;Aplica;Guanacaste;Frente Amplio;Demisexual;S
1351;F;S;63;Secundaria;Incompleta;San José;Frente Amplio;Bisexual;S
1352;M;C;62;Primaria;Incompleta;Alajuela;Acción Ciudadana;Pansexual;S
1353;F;S;50;Universitaria;Completa;Limón;Movimiento Libertario;Demisexual;N
1354;F;U;36;Secundaria;Incompleta;San José;Liberación Nacional;Hetrosexual;S
1355;F;U;60;Universitaria;Completa;Cartago;Unidad Social Cristiana;Graysexual;N
1356;M;U;57;Secundaria;Incompleta;Guanacaste;Partido Integración Nacional;Pansexual;S
1357;M;D;30;Universitaria;Completa;Guanacaste;Movimiento Libertario;Homosexual;N
1358;M;V;41;Primaria;Incompleta;Limón;Frente Amplio;Metrosexual;N
1359;M;C;51;Universitaria;Incompleta;Limón;Acción Ciudadana;Homosexual;S
1360;F;S;56;No;Aplica;Heredia;Acción Ciudadana;Hetrosexual;N
1361;M;D;60;Educación;Técnica;Cartago;Renovación Costarricense;Metrosexual;S
1362;F;C;32;Secundaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Metrosexual;S
1363;M;D;48;Primaria;Completa;Alajuela;Liberación Nacional;Asexual;S
1364;M;S;47;Secundaria;Incompleta;Heredia;Frente Amplio;Asexual;S
1365;M;S;20;Primaria;Completa;Limón;Partido Integración Nacional;Metrosexual;S
1366;M;U;22;Secundaria;Completa;San José;Renovación Costarricense;Antrosexual;N
1367;M;V;25;Universitaria;Incompleta;San José;Movimiento Libertario;Demisexual;S
1368;M;V;34;Universitaria;Completa;Heredia;Frente Amplio;Asexual;S
1369;F;U;49;Primaria;Completa;Alajuela;Acción Ciudadana;Transexual;N
1370;M;U;47;Universitaria;Completa;Limón;Movimiento Libertario;Demisexual;N
1371;F;U;39;Primaria;Completa;Limón;Unidad Social Cristiana;Transexual;S
1372;F;S;57;Secundaria;Completa;Heredia;Liberación Nacional;Hetrosexual;S
1373;F;S;60;Universitaria;Completa;Heredia;Republicano Social Cristiano;Pansexual;S
1374;M;D;58;Universitaria;Completa;Alajuela;Movimiento Libertario;Pansexual;N
1375;M;V;61;Universitaria;Incompleta;Limón;Accesibilidad sin Exclusión;Graysexual;N
1376;F;S;57;Secundaria;Completa;Limón;Frente Amplio;Homosexual;N
1377;M;V;59;Secundaria;Completa;Alajuela;Unidad Social Cristiana;Demisexual;N
1378;F;C;34;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Antrosexual;S
1379;F;V;51;Universitaria;Completa;Heredia;Unidad Social Cristiana;Graysexual;N
1380;M;U;34;Secundaria;Completa;Limón;Acción Ciudadana;Asexual;S
1381;F;U;29;Universitaria;Incompleta;Cartago;Acción Ciudadana;Hetrosexual;S
1382;F;V;46;Educación;Técnica;Puntarenas;Frente Amplio;Homosexual;N
1383;M;D;55;Primaria;Completa;San José;Republicano Social Cristiano;Metrosexual;N
1384;F;D;50;Universitaria;Incompleta;Cartago;Unidad Social Cristiana;Homosexual;N
1385;F;C;44;Secundaria;Incompleta;Limón;Frente Amplio;Bisexual;S
1386;F;D;50;Educación;Técnica;Guanacaste;Liberación Nacional;Metrosexual;N
1387;F;V;63;Primaria;Incompleta;Puntarenas;Liberación Nacional;Bisexual;N
1388;M;V;27;Universitaria;Incompleta;Puntarenas;Movimiento Libertario;Homosexual;N
1389;F;D;35;Secundaria;Completa;Alajuela;Liberación Nacional;Homosexual;S
1390;M;C;46;No;Aplica;Limón;Accesibilidad sin Exclusión;Demisexual;S
1391;M;V;64;Primaria;Incompleta;Heredia;Renovación Costarricense;Transexual;N
1392;F;S;56;Secundaria;Incompleta;Guanacaste;Acción Ciudadana;Transexual;N
1393;F;C;37;Secundaria;Completa;Limón;Frente Amplio;Hetrosexual;S
1394;M;D;54;Secundaria;Incompleta;Alajuela;Partido Integración Nacional;Demisexual;S
1395;M;D;23;Primaria;Incompleta;Alajuela;Acción Ciudadana;Graysexual;S
1396;F;D;54;No;Aplica;Cartago;Partido Integración Nacional;Demisexual;N
1397;F;D;54;Educación;Técnica;Limón;Accesibilidad sin Exclusión;Homosexual;N
1398;F;U;63;Secundaria;Completa;San José;Frente Amplio;Hetrosexual;N
1399;M;U;64;Secundaria;Incompleta;Cartago;Republicano Social Cristiano;Hetrosexual;S
1400;F;V;46;No;Aplica;San José;Liberación Nacional;Transexual;N
1401;F;U;34;No;Aplica;San José;Liberación Nacional;Demisexual;N
1402;F;D;46;Primaria;Incompleta;Heredia;Liberación Nacional;Asexual;S
1403;F;V;51;Educación;Técnica;San José;Frente Amplio;Antrosexual;N
1404;F;S;43;Universitaria;Completa;San José;Liberación Nacional;Pansexual;S
1405;M;D;46;Universitaria;Incompleta;Heredia;Renovación Costarricense;Metrosexual;N
1406;F;D;23;Universitaria;Incompleta;Puntarenas;Partido Integración Nacional;Transexual;N
1407;F;V;45;Primaria;Completa;Heredia;Partido Integración Nacional;Hetrosexual;N
1408;F;U;47;Secundaria;Incompleta;Heredia;Frente Amplio;Bisexual;N
1409;F;U;45;No;Aplica;Cartago;Republicano Social Cristiano;Bisexual;S
1410;M;D;25;Primaria;Completa;Heredia;Republicano Social Cristiano;Graysexual;N
1411;M;C;53;Universitaria;Incompleta;Cartago;Republicano Social Cristiano;Demisexual;N
1412;F;D;23;Universitaria;Incompleta;Cartago;Unidad Social Cristiana;Metrosexual;S
1413;F;D;63;Secundaria;Completa;Guanacaste;Republicano Social Cristiano;Graysexual;N
1414;M;C;53;Primaria;Incompleta;Cartago;Accesibilidad sin Exclusión;Bisexual;N
1415;M;V;54;Educación;Técnica;Guanacaste;Partido Integración Nacional;Graysexual;S
1416;M;C;29;Secundaria;Completa;San José;Republicano Social Cristiano;Graysexual;S
1417;F;U;23;No;Aplica;Heredia;Acción Ciudadana;Hetrosexual;S
1418;M;V;25;Primaria;Completa;Alajuela;Renovación Costarricense;Pansexual;S
1419;F;U;54;No;Aplica;Cartago;Liberación Nacional;Homosexual;N
1420;M;S;18;No;Aplica;Cartago;Unidad Social Cristiana;Metrosexual;N
1421;M;V;37;No;Aplica;San José;Acción Ciudadana;Hetrosexual;N
1422;F;S;56;Secundaria;Incompleta;San José;Unidad Social Cristiana;Homosexual;S
1423;M;U;26;No;Aplica;Heredia;Liberación Nacional;Metrosexual;S
1424;M;C;27;Secundaria;Completa;Alajuela;Acción Ciudadana;Transexual;N
1425;F;S;57;Universitaria;Incompleta;Limón;Frente Amplio;Transexual;N
1426;M;U;63;Primaria;Completa;Cartago;Movimiento Libertario;Transexual;N
1427;F;U;25;Educación;Técnica;Heredia;Republicano Social Cristiano;Transexual;S
1428;M;D;40;No;Aplica;Cartago;Renovación Costarricense;Homosexual;N
1429;F;V;29;Secundaria;Completa;Limón;Movimiento Libertario;Bisexual;S
1430;M;C;31;Educación;Técnica;Alajuela;Republicano Social Cristiano;Transexual;N
1431;M;C;36;No;Aplica;Puntarenas;Frente Amplio;Bisexual;N
1432;M;S;42;Secundaria;Incompleta;San José;Accesibilidad sin Exclusión;Transexual;S
1433;F;V;38;Universitaria;Completa;Limón;Accesibilidad sin Exclusión;Homosexual;N
1434;F;S;19;Secundaria;Incompleta;Limón;Republicano Social Cristiano;Homosexual;N
1435;M;S;18;Secundaria;Incompleta;Cartago;Frente Amplio;Homosexual;N
1436;M;V;43;No;Aplica;Puntarenas;Republicano Social Cristiano;Asexual;N
1437;M;V;61;No;Aplica;Alajuela;Acción Ciudadana;Hetrosexual;N
1438;M;D;21;Secundaria;Incompleta;Alajuela;Unidad Social Cristiana;Demisexual;S
1439;F;C;34;Educación;Técnica;Limón;Republicano Social Cristiano;Transexual;S
1440;M;V;58;Universitaria;Incompleta;Cartago;Partido Integración Nacional;Transexual;S
1441;F;U;59;Secundaria;Completa;Limón;Partido Integración Nacional;Metrosexual;N
1442;F;D;60;Universitaria;Incompleta;Puntarenas;Partido Integración Nacional;Hetrosexual;S
1443;F;V;39;Primaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Pansexual;N
1444;F;C;49;Secundaria;Incompleta;Cartago;Acción Ciudadana;Hetrosexual;N
1445;M;V;58;Secundaria;Completa;San José;Renovación Costarricense;Antrosexual;S
1446;M;U;56;No;Aplica;San José;Movimiento Libertario;Hetrosexual;N
1447;M;U;27;Universitaria;Completa;San José;Republicano Social Cristiano;Homosexual;S
1448;M;U;61;Educación;Técnica;Guanacaste;Accesibilidad sin Exclusión;Bisexual;S
1449;F;S;62;Universitaria;Incompleta;San José;Republicano Social Cristiano;Pansexual;S
1450;M;U;45;No;Aplica;Heredia;Movimiento Libertario;Homosexual;S
1451;M;U;62;Educación;Técnica;Guanacaste;Partido Integración Nacional;Transexual;S
1452;M;C;48;No;Aplica;Heredia;Republicano Social Cristiano;Bisexual;S
1453;M;U;38;Secundaria;Completa;Limón;Accesibilidad sin Exclusión;Transexual;N
1454;F;C;44;Secundaria;Incompleta;Limón;Partido Integración Nacional;Graysexual;S
1455;M;C;43;Primaria;Incompleta;Cartago;Republicano Social Cristiano;Metrosexual;S
1456;M;C;25;No;Aplica;San José;Republicano Social Cristiano;Asexual;S
1457;M;V;52;Primaria;Completa;Guanacaste;Renovación Costarricense;Demisexual;N
1458;M;U;18;Universitaria;Incompleta;Guanacaste;Frente Amplio;Hetrosexual;S
1459;F;D;36;Primaria;Completa;Guanacaste;Renovación Costarricense;Asexual;S
1460;F;C;20;Universitaria;Completa;Guanacaste;Movimiento Libertario;Homosexual;N
1461;F;V;58;Secundaria;Completa;San José;Unidad Social Cristiana;Graysexual;S
1462;F;U;64;Primaria;Completa;Alajuela;Unidad Social Cristiana;Graysexual;N
1463;F;D;44;Universitaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Homosexual;N
1464;M;S;41;Primaria;Completa;Guanacaste;Frente Amplio;Bisexual;N
1465;F;S;34;Universitaria;Completa;Cartago;Renovación Costarricense;Transexual;N
1466;M;S;60;Primaria;Incompleta;Guanacaste;Frente Amplio;Hetrosexual;N
1467;F;U;19;Universitaria;Incompleta;Alajuela;Republicano Social Cristiano;Asexual;N
1468;F;V;56;No;Aplica;San José;Frente Amplio;Pansexual;N
1469;F;V;35;Secundaria;Completa;Heredia;Republicano Social Cristiano;Transexual;S
1470;M;S;62;No;Aplica;Heredia;Renovación Costarricense;Graysexual;S
1471;F;U;50;Secundaria;Incompleta;San José;Accesibilidad sin Exclusión;Transexual;N
1472;F;D;43;No;Aplica;Alajuela;Acción Ciudadana;Homosexual;N
1473;F;D;62;Universitaria;Completa;Alajuela;Frente Amplio;Hetrosexual;S
1474;M;V;64;Universitaria;Incompleta;Heredia;Republicano Social Cristiano;Hetrosexual;S
1475;F;V;49;Educación;Técnica;Heredia;Renovación Costarricense;Graysexual;N
1476;M;D;51;No;Aplica;Puntarenas;Republicano Social Cristiano;Metrosexual;N
1477;M;C;24;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Antrosexual;N
1478;F;D;45;Universitaria;Completa;Limón;Accesibilidad sin Exclusión;Transexual;N
1479;M;D;58;Secundaria;Completa;Puntarenas;Acción Ciudadana;Antrosexual;S
1480;F;S;38;Primaria;Incompleta;Guanacaste;Unidad Social Cristiana;Metrosexual;N
1481;F;V;36;Primaria;Incompleta;Cartago;Accesibilidad sin Exclusión;Pansexual;S
1482;M;V;21;Primaria;Incompleta;Guanacaste;Movimiento Libertario;Demisexual;N
1483;M;V;19;Universitaria;Completa;Limón;Liberación Nacional;Metrosexual;N
1484;M;U;57;Primaria;Completa;Limón;Unidad Social Cristiana;Asexual;S
1485;M;S;43;Universitaria;Incompleta;Puntarenas;Liberación Nacional;Metrosexual;S
1486;F;D;38;Educación;Técnica;Cartago;Renovación Costarricense;Asexual;S
1487;F;D;21;Secundaria;Incompleta;Puntarenas;Partido Integración Nacional;Demisexual;N
1488;F;V;57;Secundaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Bisexual;S
1489;F;D;36;Universitaria;Incompleta;Limón;Accesibilidad sin Exclusión;Antrosexual;N
1490;M;S;58;Universitaria;Completa;Alajuela;Unidad Social Cristiana;Antrosexual;N
1491;F;C;46;Educación;Técnica;Alajuela;Republicano Social Cristiano;Homosexual;N
1492;M;D;51;Universitaria;Completa;Guanacaste;Unidad Social Cristiana;Homosexual;S
1493;M;C;21;Universitaria;Completa;San José;Republicano Social Cristiano;Hetrosexual;S
1494;F;V;48;Secundaria;Incompleta;Limón;Liberación Nacional;Pansexual;N
1495;F;U;28;Educación;Técnica;Limón;Acción Ciudadana;Hetrosexual;S
1496;F;V;54;Educación;Técnica;Cartago;Frente Amplio;Transexual;S
1497;M;D;27;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Pansexual;N
1498;M;V;62;Universitaria;Incompleta;Limón;Accesibilidad sin Exclusión;Metrosexual;N
1499;M;U;39;Primaria;Incompleta;Alajuela;Republicano Social Cristiano;Demisexual;N
1500;F;D;31;Educación;Técnica;Alajuela;Republicano Social Cristiano;Demisexual;S
1501;M;U;47;Primaria;Incompleta;Puntarenas;Acción Ciudadana;Demisexual;S
1502;M;V;54;Primaria;Completa;San José;Partido Integración Nacional;Hetrosexual;S
1503;M;U;64;Primaria;Incompleta;Limón;Movimiento Libertario;Bisexual;N
1504;F;V;32;Primaria;Incompleta;Alajuela;Frente Amplio;Antrosexual;S
1505;M;C;51;Educación;Técnica;Alajuela;Acción Ciudadana;Graysexual;S
1506;M;C;19;No;Aplica;San José;Republicano Social Cristiano;Bisexual;S
1507;F;C;33;Primaria;Incompleta;Cartago;Partido Integración Nacional;Asexual;S
1508;F;C;30;Secundaria;Completa;Puntarenas;Liberación Nacional;Demisexual;N
1509;F;V;30;No;Aplica;Limón;Unidad Social Cristiana;Demisexual;S
1510;F;V;33;No;Aplica;Puntarenas;Renovación Costarricense;Pansexual;N
1511;F;S;50;Universitaria;Incompleta;San José;Unidad Social Cristiana;Pansexual;N
1512;F;S;38;Secundaria;Incompleta;Guanacaste;Frente Amplio;Pansexual;S
1513;F;S;64;Primaria;Completa;San José;Partido Integración Nacional;Bisexual;S
1514;M;C;49;No;Aplica;Cartago;Frente Amplio;Antrosexual;S
1515;F;U;41;Primaria;Incompleta;Limón;Liberación Nacional;Transexual;N
1516;F;C;28;Secundaria;Incompleta;Limón;Liberación Nacional;Bisexual;S
1517;M;D;42;Educación;Técnica;Heredia;Renovación Costarricense;Metrosexual;S
1518;M;V;31;Educación;Técnica;Limón;Movimiento Libertario;Metrosexual;N
1519;M;S;30;No;Aplica;Alajuela;Liberación Nacional;Hetrosexual;S
1520;M;C;20;Secundaria;Incompleta;Alajuela;Frente Amplio;Pansexual;S
1521;M;V;30;Primaria;Incompleta;Alajuela;Renovación Costarricense;Pansexual;S
1522;M;U;58;Secundaria;Incompleta;Alajuela;Renovación Costarricense;Demisexual;S
1523;M;V;38;Universitaria;Completa;Alajuela;Accesibilidad sin Exclusión;Demisexual;N
1524;F;C;40;Secundaria;Completa;Puntarenas;Partido Integración Nacional;Graysexual;N
1525;F;C;50;Secundaria;Incompleta;Alajuela;Republicano Social Cristiano;Transexual;S
1526;F;V;52;Secundaria;Completa;San José;Republicano Social Cristiano;Homosexual;S
1527;M;C;53;Universitaria;Completa;Alajuela;Renovación Costarricense;Homosexual;S
1528;F;V;59;Primaria;Completa;Cartago;Liberación Nacional;Graysexual;N
1529;F;U;56;Universitaria;Incompleta;San José;Movimiento Libertario;Hetrosexual;N
1530;F;C;56;No;Aplica;Alajuela;Movimiento Libertario;Demisexual;S
1531;M;D;56;Universitaria;Incompleta;San José;Republicano Social Cristiano;Bisexual;N
1532;F;V;18;Primaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Hetrosexual;N
1533;M;D;32;Universitaria;Completa;Alajuela;Unidad Social Cristiana;Asexual;S
1534;F;D;37;Secundaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Demisexual;S
1535;M;D;57;Universitaria;Incompleta;Guanacaste;Partido Integración Nacional;Graysexual;S
1536;F;V;32;Secundaria;Incompleta;Alajuela;Movimiento Libertario;Pansexual;S
1537;F;D;19;Universitaria;Completa;Limón;Frente Amplio;Transexual;S
1538;M;S;55;Secundaria;Completa;Heredia;Renovación Costarricense;Demisexual;N
1539;M;U;33;Primaria;Completa;Guanacaste;Unidad Social Cristiana;Metrosexual;N
1540;F;C;34;Universitaria;Completa;Cartago;Unidad Social Cristiana;Graysexual;N
1541;F;C;18;No;Aplica;Alajuela;Acción Ciudadana;Graysexual;S
1542;F;S;59;Universitaria;Completa;Puntarenas;Renovación Costarricense;Metrosexual;N
1543;F;C;49;No;Aplica;Guanacaste;Frente Amplio;Bisexual;N
1544;M;U;23;Educación;Técnica;Cartago;Republicano Social Cristiano;Antrosexual;S
1545;M;S;48;Secundaria;Completa;Puntarenas;Movimiento Libertario;Transexual;S
1546;F;S;37;Primaria;Completa;Alajuela;Acción Ciudadana;Hetrosexual;S
1547;M;V;37;Educación;Técnica;Limón;Liberación Nacional;Homosexual;S
1548;F;S;57;Primaria;Incompleta;Alajuela;Acción Ciudadana;Asexual;S
1549;M;S;50;Primaria;Incompleta;Puntarenas;Republicano Social Cristiano;Antrosexual;S
1550;M;V;43;Primaria;Incompleta;Cartago;Unidad Social Cristiana;Pansexual;S
1551;M;C;26;Primaria;Completa;Limón;Republicano Social Cristiano;Homosexual;N
1552;M;S;61;Universitaria;Completa;Puntarenas;Unidad Social Cristiana;Homosexual;N
1553;F;D;52;No;Aplica;Alajuela;Accesibilidad sin Exclusión;Bisexual;S
1554;F;D;31;Universitaria;Incompleta;San José;Renovación Costarricense;Homosexual;S
1555;M;D;23;Secundaria;Completa;Limón;Movimiento Libertario;Demisexual;S
1556;F;U;23;Secundaria;Incompleta;Alajuela;Movimiento Libertario;Antrosexual;S
1557;F;C;64;No;Aplica;Heredia;Republicano Social Cristiano;Homosexual;S
1558;F;U;26;Universitaria;Completa;San José;Republicano Social Cristiano;Homosexual;N
1559;F;D;22;Primaria;Incompleta;Guanacaste;Renovación Costarricense;Antrosexual;N
1560;F;U;24;Universitaria;Completa;Heredia;Frente Amplio;Antrosexual;N
1561;F;D;23;No;Aplica;San José;Renovación Costarricense;Demisexual;N
1562;F;D;28;Primaria;Incompleta;Alajuela;Accesibilidad sin Exclusión;Metrosexual;N
1563;F;V;23;No;Aplica;San José;Partido Integración Nacional;Demisexual;N
1564;F;V;41;Secundaria;Incompleta;Alajuela;Movimiento Libertario;Bisexual;S
1565;M;V;50;Universitaria;Incompleta;Puntarenas;Acción Ciudadana;Homosexual;N
1566;M;S;54;Universitaria;Incompleta;Limón;Movimiento Libertario;Pansexual;N
1567;M;D;61;Universitaria;Completa;Alajuela;Liberación Nacional;Pansexual;N
1568;F;V;53;Universitaria;Incompleta;Puntarenas;Frente Amplio;Asexual;N
1569;F;U;18;Educación;Técnica;Cartago;Unidad Social Cristiana;Asexual;S
1570;M;D;50;Primaria;Incompleta;Cartago;Acción Ciudadana;Transexual;S
1571;F;S;22;No;Aplica;Heredia;Unidad Social Cristiana;Asexual;N
1572;M;S;22;Secundaria;Completa;Heredia;Movimiento Libertario;Metrosexual;N
1573;F;S;64;Educación;Técnica;Limón;Partido Integración Nacional;Transexual;S
1574;F;U;19;Primaria;Completa;Alajuela;Unidad Social Cristiana;Pansexual;S
1575;F;S;27;Universitaria;Completa;Heredia;Republicano Social Cristiano;Transexual;N
1576;M;D;34;No;Aplica;Puntarenas;Unidad Social Cristiana;Homosexual;S
1577;F;C;50;Educación;Técnica;Limón;Accesibilidad sin Exclusión;Antrosexual;S
1578;F;U;43;Educación;Técnica;Puntarenas;Movimiento Libertario;Metrosexual;S
1579;F;V;58;Universitaria;Completa;Cartago;Movimiento Libertario;Pansexual;N
1580;F;U;60;Universitaria;Completa;San José;Movimiento Libertario;Asexual;S
1581;M;U;33;Universitaria;Incompleta;San José;Partido Integración Nacional;Hetrosexual;N
1582;M;U;43;Educación;Técnica;Puntarenas;Liberación Nacional;Homosexual;S
1583;M;V;34;Secundaria;Completa;Alajuela;Frente Amplio;Metrosexual;N
1584;M;D;56;Secundaria;Completa;San José;Frente Amplio;Homosexual;N
1585;F;C;60;Universitaria;Incompleta;Puntarenas;Renovación Costarricense;Hetrosexual;S
1586;F;U;62;Universitaria;Completa;Alajuela;Partido Integración Nacional;Asexual;S
1587;F;S;27;Universitaria;Incompleta;Limón;Unidad Social Cristiana;Asexual;S
1588;M;V;40;Educación;Técnica;Puntarenas;Partido Integración Nacional;Transexual;N
1589;F;D;60;No;Aplica;Heredia;Accesibilidad sin Exclusión;Demisexual;N
1590;F;C;63;Primaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Graysexual;S
1591;F;S;38;Primaria;Completa;Limón;Partido Integración Nacional;Antrosexual;S
1592;M;D;50;Educación;Técnica;Limón;Movimiento Libertario;Transexual;S
1593;M;V;56;Secundaria;Completa;Limón;Acción Ciudadana;Bisexual;S
1594;M;S;41;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Demisexual;S
1595;M;S;53;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Antrosexual;N
1596;F;C;32;No;Aplica;San José;Frente Amplio;Asexual;S
1597;M;U;51;Universitaria;Completa;Heredia;Movimiento Libertario;Transexual;N
1598;F;S;27;Universitaria;Incompleta;Puntarenas;Movimiento Libertario;Asexual;N
1599;F;S;62;Universitaria;Incompleta;Cartago;Accesibilidad sin Exclusión;Bisexual;N
1600;M;U;57;No;Aplica;Heredia;Accesibilidad sin Exclusión;Demisexual;S
1601;M;D;37;Educación;Técnica;San José;Acción Ciudadana;Antrosexual;N
1602;F;D;38;Primaria;Incompleta;Heredia;Liberación Nacional;Graysexual;N
1603;M;V;38;Universitaria;Completa;Cartago;Accesibilidad sin Exclusión;Graysexual;S
1604;F;V;63;No;Aplica;Alajuela;Acción Ciudadana;Antrosexual;N
1605;F;C;41;Universitaria;Completa;Limón;Acción Ciudadana;Metrosexual;N
1606;M;V;53;Educación;Técnica;Puntarenas;Republicano Social Cristiano;Homosexual;S
1607;F;V;63;Primaria;Completa;Cartago;Frente Amplio;Metrosexual;S
1608;F;V;61;Educación;Técnica;Puntarenas;Liberación Nacional;Bisexual;S
1609;F;C;61;No;Aplica;Heredia;Acción Ciudadana;Graysexual;N
1610;M;D;42;Secundaria;Incompleta;Limón;Frente Amplio;Metrosexual;N
1611;F;V;18;Secundaria;Incompleta;Cartago;Acción Ciudadana;Bisexual;N
1612;F;U;18;No;Aplica;Alajuela;Republicano Social Cristiano;Homosexual;S
1613;M;U;56;Primaria;Completa;Limón;Partido Integración Nacional;Transexual;N
1614;M;C;27;Educación;Técnica;Puntarenas;Renovación Costarricense;Asexual;S
1615;F;S;49;Secundaria;Incompleta;Limón;Partido Integración Nacional;Pansexual;N
1616;F;S;53;Secundaria;Incompleta;Puntarenas;Frente Amplio;Homosexual;S
1617;M;D;21;Primaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Hetrosexual;S
1618;F;S;18;Primaria;Incompleta;Heredia;Unidad Social Cristiana;Metrosexual;N
1619;M;U;59;Secundaria;Incompleta;Cartago;Unidad Social Cristiana;Graysexual;N
1620;F;C;25;Universitaria;Completa;Alajuela;Acción Ciudadana;Homosexual;S
1621;M;S;43;Secundaria;Completa;Guanacaste;Partido Integración Nacional;Antrosexual;S
1622;M;U;61;No;Aplica;San José;Republicano Social Cristiano;Antrosexual;N
1623;M;U;45;Secundaria;Incompleta;Limón;Renovación Costarricense;Pansexual;N
1624;F;S;60;Primaria;Incompleta;Alajuela;Renovación Costarricense;Pansexual;S
1625;F;D;58;Secundaria;Incompleta;Guanacaste;Frente Amplio;Antrosexual;S
1626;M;S;57;Universitaria;Completa;Limón;Unidad Social Cristiana;Demisexual;S
1627;M;D;40;Primaria;Incompleta;Puntarenas;Acción Ciudadana;Hetrosexual;N
1628;F;S;35;Primaria;Incompleta;Puntarenas;Partido Integración Nacional;Hetrosexual;N
1629;F;V;50;No;Aplica;Guanacaste;Republicano Social Cristiano;Asexual;N
1630;F;D;50;Primaria;Incompleta;Guanacaste;Movimiento Libertario;Pansexual;S
1631;F;S;31;No;Aplica;Cartago;Unidad Social Cristiana;Metrosexual;S
1632;F;V;42;Universitaria;Completa;Guanacaste;Republicano Social Cristiano;Demisexual;N
